CompanyName,CompanyNumber,incorporation_date,CompanyStatus,SICCode_SicText_1,SICCode_SicText_2,SICCode_SicText_3,SICCode_SicText_4,Company_URL_official_company_website,Game_what_they_say_they_do_description_taken_from_their_website,Number_of_employees_2024,Number_of_employees_2023,Number_of_employees_2022,Location_of_main_manufacturing_site_ideally_google_maps_location
ROWAN TECHNOLOGIES LIMITED,02653333,1991-10-11,Active,26512 - Manufacture of electronic industrial process control equipment,71200 - Technical testing and analysis,72190 - Other research and experimental development on natural sciences and engineering,,,,,,,
ROWTEST LTD,08570383,2013-06-14,Liquidation,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
ROXIJEN LIMITED,12987835,2020-11-02,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
ROYCE INNOVATION LTD,09945162,2016-01-11,Active,28140 - Manufacture of taps and valves,,,,,,,,,
ROYSTON INSTRUMENTS LTD,15915089,2024-08-23,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
RPS SWITCHGEAR LTD,08407183,2013-02-18,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
RS HYDRO LIMITED,03452628,1997-10-20,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,71200 - Technical testing and analysis,,,,,,,
RTC ELECTRONICS LTD,05242429,2004-09-27,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
RTC INSTRUMENTATION LIMITED,SC783883,2023-09-26,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
RTI GROUP EUROPE LTD,12383830,2020-01-02,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
RUBBARITE LIMITED,00476171,1949-12-16,Active,22190 - Manufacture of other rubber products,,,,,,,,,
RUBBER & PLASTIC INDUSTRIES (SCOTLAND) LIMITED,SC252159,2003-07-02,Active,22190 - Manufacture of other rubber products,,,,,,,,,
RUBBER & PLASTIC PRODUCTS (NI) LIMITED,NI024851,1990-09-27,Active,22190 - Manufacture of other rubber products,22290 - Manufacture of other plastic products,,,,,,,,
RUBBER COMPOUNDING SERVICES LIMITED,12465000,2020-02-14,Active,22190 - Manufacture of other rubber products,,,,,,,,,
RUBBER ENGINEERING LIMITED,SC107934,1987-11-30,Active,22190 - Manufacture of other rubber products,22290 - Manufacture of other plastic products,,,,,,,,
RUBBER ONLINE LIMITED,07589959,2011-04-04,Active,22190 - Manufacture of other rubber products,,,,,,,,,
RUBBER PRO LTD,10672059,2017-03-15,Active - Proposal to Strike off,22190 - Manufacture of other rubber products,"46510 - Wholesale of computers, computer peripheral equipment and software",46520 - Wholesale of electronic and telecommunications equipment and parts,46750 - Wholesale of chemical products,,,,,,
RUBBER SPRAY SOLUTIONS LIMITED,07982046,2012-03-08,Liquidation,22190 - Manufacture of other rubber products,74100 - specialised design activities,,,,,,,,
RUBBER55 LIMITED,08075115,2012-05-18,Active,22190 - Manufacture of other rubber products,,,,,,,,,
RUBBERATKINS LIMITED,SC109744,1988-03-09,Active,22190 - Manufacture of other rubber products,,,,,,,,,
RUBBERTECH 2000 LIMITED,02034918,1986-07-08,Active,22190 - Manufacture of other rubber products,,,,,,,,,
RUBBERTECH LIMITED,05974436,2006-10-23,Active,22190 - Manufacture of other rubber products,,,,,,,,,
RUBBICH TAXI 2022 LTD,14137443,2022-05-27,Active,22190 - Manufacture of other rubber products,46770 - Wholesale of waste and scrap,81299 - Other cleaning services,,,,,,,
RUBBLE SYSTEMS LTD,15621024,2024-04-06,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
RUBERT & CO. LIMITED,00371475,1941-12-26,Active,25730 - Manufacture of tools,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,
RUHRPUMPEN INDUSTRIAL EUROPA LIMITED,12028040,2019-06-03,Active,28131 - Manufacture of pumps,,,,,,,,,
RUHRPUMPEN UK LTD,09351759,2014-12-11,Active,28131 - Manufacture of pumps,,,,,,,,,
RUI LU LIMITED,NI699247,2023-07-14,Active,22190 - Manufacture of other rubber products,,,,,,,,,
RULIX INDUSTRIES LTD,02815698,1993-04-30,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
RUNSTAR LTD,15743169,2024-05-26,Active,22190 - Manufacture of other rubber products,,,,,,,,,
RURAL CITY AIR LTD,13012579,2020-11-12,Active,01300 - Plant propagation,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",38210 - Treatment and disposal of non-hazardous waste,71112 - Urban planning and landscape architectural activities,,,,,,
RYDER ASPIN ZEGO LTD,16078766,2024-11-13,Active,"27110 - Manufacture of electric motors, generators and transformers",30920 - Manufacture of bicycles and invalid carriages,"47640 - Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",,,,,,,
RYDER BIKES LTD,16028470,2024-10-18,Active,"27110 - Manufacture of electric motors, generators and transformers",30920 - Manufacture of bicycles and invalid carriages,"47640 - Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",,,,,,,
RYSCO CORROSION UK LIMITED,SC736342,2022-06-23,Active,09100 - Support activities for petroleum and natural gas extraction,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",71122 - Engineering related scientific and technical consulting activities,71200 - Technical testing and analysis,,,,,,
RZH SERVICES LIMITED,10461463,2016-11-03,Active,22190 - Manufacture of other rubber products,,,,,,,,,
S & H SYSTEMS DESIGN AND INSTALLATION LIMITED,02255528,1988-05-10,Active,26512 - Manufacture of electronic industrial process control equipment,72190 - Other research and experimental development on natural sciences and engineering,,,,,,,,
S & S ELECTRONICS LIMITED,13539387,2021-07-30,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
S D INSTRUMENTATION LIMITED,06174219,2007-03-21,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",33130 - Repair of electronic and optical equipment,,,,,,,,
S G SILICONE PRODUCTS LIMITED,04564269,2002-10-16,Active,22190 - Manufacture of other rubber products,,,,,,,,,
S P A SERVICES LIMITED,04769787,2003-05-19,Active,22190 - Manufacture of other rubber products,,,,,,,,,
S&T CONTROLS LIMITED,06646069,2008-07-15,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
S-COMPLEX LTD,09293084,2014-11-03,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",43210 - Electrical installation,"43220 - Plumbing, heat and air-conditioning installation",81222 - Specialised cleaning services,,,,,,
S. CARDEN SYSTEMS LIMITED,01598371,1981-11-18,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
S.& J.JUNIPER & CO.,00902516,1967-04-03,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
S.A. MOUGHAL LIMITED,02022471,1986-05-22,Active,28131 - Manufacture of pumps,,,,,,,,,
S.M. GOODCHILD LIMITED,01151973,1973-12-17,Active,22190 - Manufacture of other rubber products,,,,,,,,,
S.G. & P. PAYNE LIMITED,05337691,2005-01-19,Active,22190 - Manufacture of other rubber products,,,,,,,,,
S.P. WATER PUMPS LIMITED,03728133,1999-03-08,Active,28131 - Manufacture of pumps,,,,,,,,,
S.T. GROUP U.K. LIMITED,02372232,1989-04-14,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
S9 ENERGY LTD,14904686,2023-05-31,Active - Proposal to Strike off,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
SABAF SOLUTION LTD,12888645,2020-09-18,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SABENI TRADING LIMITED,11909207,2019-03-27,Active,28140 - Manufacture of taps and valves,31020 - Manufacture of kitchen furniture,46900 - Non-specialised wholesale trade,68100 - Buying and selling of own real estate,,,,,,
SABRE BALLISTICS LIMITED,02662887,1991-11-14,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","26513 - Manufacture of non-electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,
SABRE INSTRUMENT VALVES LIMITED,02673521,1991-12-20,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SAFE TRAINING SYSTEMS LIMITED,02654899,1991-10-17,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
"SAFE WATER ENVIRONMENTAL GROUP CO., LTD",15663302,2024-04-20,Active,28120 - Manufacture of fluid power equipment,28131 - Manufacture of pumps,"36000 - Water collection, treatment and supply",38210 - Treatment and disposal of non-hazardous waste,,,,,,
SAFELOK VALVE GROUP LIMITED,15746112,2024-05-28,Active,28140 - Manufacture of taps and valves,28230 - Manufacture of office machinery and equipment (except computers and peripheral equipment),,,,,,,,
SAFESYS LTD,12069507,2019-06-25,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SAFETY TAPS LTD,15956964,2024-09-15,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SAFFRON SCIENTIFIC EQUIPMENT LIMITED,02722741,1992-06-12,Active,25990 - Manufacture of other fabricated metal products n.e.c.,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",27900 - Manufacture of other electrical equipment,28290 - Manufacture of other general-purpose machinery n.e.c.,,,,,,
SAFLYN DESIGN LIMITED,03807891,1999-07-15,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","74909 - Other professional, scientific and technical activities n.e.c.",,,,,,,,
SAGA PLASTIC HOUSEHOLD PRODUCT FACTORY LIMITED,15135366,2023-09-13,Active,22190 - Manufacture of other rubber products,22290 - Manufacture of other plastic products,25710 - Manufacture of cutlery,"46150 - Agents involved in the sale of furniture, household goods, hardware and ironmongery",,,,,,
SAGEGLEN LIMITED,04320686,2001-11-12,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SAHP LIMITED,11807156,2019-02-05,Active,28131 - Manufacture of pumps,,,,,,,,,
SAHY BEAUTY LIMITED,12789651,2020-08-04,Active,20420 - Manufacture of perfumes and toilet preparations,22190 - Manufacture of other rubber products,25990 - Manufacture of other fabricated metal products n.e.c.,27510 - Manufacture of electric domestic appliances,,,,,,
SAILBYWIRE LIMITED,NI728061,2025-04-01,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SAKARTA LIMITED,SC587609,2018-02-02,Active,26512 - Manufacture of electronic industrial process control equipment,72110 - Research and experimental development on biotechnology,86900 - Other human health activities,,,,,,,
SALAMANDER PUMPED SHOWER SYSTEMS LIMITED,02778382,1993-01-08,Active,28131 - Manufacture of pumps,,,,,,,,,
SALEHARBOR TRADING LIMITED,11689159,2018-11-21,Active,28131 - Manufacture of pumps,46900 - Non-specialised wholesale trade,"74909 - Other professional, scientific and technical activities n.e.c.",80200 - Security systems service activities,,,,,,
SALESWIZARDS LIMITED,15888411,2024-08-09,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
SALMON MARINE LIMITED,10223096,2016-06-09,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SAM (UK) LIMITED,08009878,2012-03-28,Active,28120 - Manufacture of fluid power equipment,,,,,,,,,
SAMASTAR LTD,SC710172,2021-09-22,Active,26512 - Manufacture of electronic industrial process control equipment,26701 - Manufacture of optical precision instruments,62012 - Business and domestic software development,"74909 - Other professional, scientific and technical activities n.e.c.",,,,,,
SAMSON UK INDUSTRIAL AUTOMATION LTD,14884368,2023-05-22,Active,28140 - Manufacture of taps and valves,28240 - Manufacture of power-driven hand tools,"46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft",46690 - Wholesale of other machinery and equipment,,,,,,
SANDBENDER TECHNOLOGY LIMITED,10943875,2017-09-04,Active,26400 - Manufacture of consumer electronics,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",62012 - Business and domestic software development,71122 - Engineering related scientific and technical consulting activities,,,,,,
SANERA INNOVATIONS LTD,15094572,2023-08-24,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SANISURE LIMITED,01449832,1979-09-21,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SANM LTD,10436340,2016-10-19,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SANMING RAYMOND TECH LTD,15911807,2024-08-22,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,"47410 - Retail sale of computers, peripheral units and software in specialised stores",62012 - Business and domestic software development,,,,,,
SANSIBLE WEARABLES LTD.,SC447369,2013-04-11,Active - Proposal to Strike off,14190 - Manufacture of other wearing apparel and accessories n.e.c.,26400 - Manufacture of consumer electronics,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",72190 - Other research and experimental development on natural sciences and engineering,,,,,,
SAPIENT SENSORS LIMITED,07178075,2010-03-04,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SAPLING AUTOMATION LTD,12164182,2019-08-19,Active,26512 - Manufacture of electronic industrial process control equipment,62012 - Business and domestic software development,,,,,,,,
SAPPHIRE INSPECTION SYSTEMS LTD,07275431,2010-06-07,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SARCO STOPPER LIMITED,03099903,1995-09-08,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SARUM ELECTRONICS LIMITED,01881793,1985-01-31,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
SARUM PRECISION HYDRAULICS LIMITED,04985179,2003-12-04,Active,28131 - Manufacture of pumps,,,,,,,,,
SAS777 LTD,15865480,2024-07-30,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SATECK LTD,10729301,2017-04-19,Active - Proposal to Strike off,26400 - Manufacture of consumer electronics,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,
SAUNDERS INDUSTRIAL SYSTEMS LIMITED,14935221,2023-06-14,Active,28131 - Manufacture of pumps,28140 - Manufacture of taps and valves,64304 - Activities of open-ended investment companies,71121 - Engineering design activities for industrial process and production,,,,,,
SAVERY HYDRAULICS LIMITED,14766636,2023-03-29,Active,28120 - Manufacture of fluid power equipment,,,,,,,,,
SAVVY AUTOMATION LTD,14988151,2023-07-07,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
"SBORT TECHNOLOGY CO., LTD",13834560,2022-01-07,Active - Proposal to Strike off,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",28140 - Manufacture of taps and valves,,,,,,,,
SCALE AND CORROSION APPARATUS LTD,11009940,2017-10-12,Active,26514 - Manufacture of non-electronic industrial process control equipment,,,,,,,,,
"SCANA VALVE CONTROL CO., LTD",15015347,2023-07-20,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",27120 - Manufacture of electricity distribution and control apparatus,"28150 - Manufacture of bearings, gears, gearing and driving elements",46900 - Non-specialised wholesale trade,,,,,,
SCANALL LTD,NI657685,2018-12-10,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,"26513 - Manufacture of non-electronic measuring, testing etc. equipment, not for industrial process control",26514 - Manufacture of non-electronic industrial process control equipment,,,,,,
SCANATRAC LTD,16049684,2024-10-29,Active,26110 - Manufacture of electronic components,"26309 - Manufacture of communication equipment other than telegraph, and telephone apparatus and equipment","26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26701 - Manufacture of optical precision instruments,,,,,,
SCANDURA LIMITED,03008159,1995-01-10,Active,22190 - Manufacture of other rubber products,22290 - Manufacture of other plastic products,32990 - Other manufacturing n.e.c.,,,,,,,
SCANNA MSC LIMITED,02151037,1987-07-28,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",27900 - Manufacture of other electrical equipment,72190 - Other research and experimental development on natural sciences and engineering,,,,,,,
SCANPROBE TECHNIQUES LIMITED,02682996,1992-01-31,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SCANTECH PACKAGING LIMITED,02890384,1994-01-24,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SCARLETPL LTD,08472851,2013-04-04,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SCATCO EUROPA LIMITED,01301412,1977-03-07,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
SCC AIR COMPRESSORS UK LIMITED,11898151,2019-03-22,Active,28132 - Manufacture of compressors,,,,,,,,,
SCENEPRO GROUP LTD,14370418,2022-09-22,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SCENEPRO LTD,08814816,2013-12-13,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SCHALTBAU MACHINE ELECTRICS LIMITED,06606708,2008-05-30,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
SCHLEGEL AUTOMOTIVE EUROPE LIMITED,03871320,1999-11-04,Liquidation,22190 - Manufacture of other rubber products,,,,,,,,,
SCHNEIDER ELECTRIC LIMITED,01407228,1978-12-30,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
SCIENTIFIC GLASS LABORATORIES LIMITED,00886418,1966-08-25,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SCHUBERT & SALZER (UK) LIMITED,02821579,1993-05-26,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SCHUF(UK)LIMITED,01047274,1972-03-23,Active,28120 - Manufacture of fluid power equipment,28990 - Manufacture of other special-purpose machinery n.e.c.,,,,,,,,
SCHWING STETTER (UK) LTD,00412041,1946-06-03,Active,28131 - Manufacture of pumps,33120 - Repair of machinery,,,,,,,,
SCHÖN DESIGN TECHNOLOGIES LTD,13357661,2021-04-26,Active,28120 - Manufacture of fluid power equipment,,,,,,,,,
SCIAKY ELECTRONICS LIMITED,04229000,2001-06-05,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SCIARA HOLDING LTD,13138080,2021-01-15,Active,"27110 - Manufacture of electric motors, generators and transformers",27900 - Manufacture of other electrical equipment,29310 - Manufacture of electrical and electronic equipment for motor vehicles and their engines,,,,,,,
SCIDA LIMITED,06030826,2006-12-18,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SCIEMETRIC LIMITED,04509477,2002-08-12,Liquidation,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SCIENTIFICA LTD,03286415,1996-12-02,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SCIMAKER LIMITED,12345790,2019-12-03,Active - Proposal to Strike off,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",27400 - Manufacture of electric lighting equipment,28240 - Manufacture of power-driven hand tools,"46439 - Wholesale of radio, television goods & electrical household appliances (other than records, tapes, CD's & video tapes and the equipment used for playing them)",,,,,,
SCIOTRONICS LIMITED,16332190,2025-03-21,Active,26120 - Manufacture of loaded electronic boards,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",62012 - Business and domestic software development,,,,,,,
SCITEC INSTRUMENTS LIMITED,01535664,1980-12-19,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SCOPENEXT LIMITED,03755406,1999-04-21,Active,28131 - Manufacture of pumps,46190 - Agents involved in the sale of a variety of goods,,,,,,,,
SCOTECO LIMITED,SC817813,2024-07-29,Active,26514 - Manufacture of non-electronic industrial process control equipment,35110 - Production of electricity,,,,,,,,
SCOTIA INSTRUMENTATION LIMITED,SC074997,1981-05-29,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SCOTT & JAMES LIMITED,10904415,2017-08-08,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SCOTTS HYDRAULICS & AGRI SERVICES LIMITED,07247827,2010-05-10,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SCS CONCEPT GROUP UK LTD,14743895,2023-03-20,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SCUTTLE SKINS LTD,16149738,2024-12-23,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SEACOCKS UK LTD.,10238984,2016-06-20,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SEACOUSTICS LIMITED,02184469,1987-10-28,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",72190 - Other research and experimental development on natural sciences and engineering,,,,,,,,
SEADA CONFERENCE LIMITED,11251235,2018-03-13,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SEADA GROUP LTD,14465252,2022-11-07,Active,26512 - Manufacture of electronic industrial process control equipment,46520 - Wholesale of electronic and telecommunications equipment and parts,82990 - Other business support service activities n.e.c.,,,,,,,
SEADA TECHNOLOGY LTD,08827312,2013-12-30,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
"SEAL JOHNCRANE GROUP CO., LTD",12906609,2020-09-25,Active,25110 - Manufacture of metal structures and parts of structures,"25500 - Forging, pressing, stamping and roll-forming of metal; powder metallurgy",27120 - Manufacture of electricity distribution and control apparatus,"28150 - Manufacture of bearings, gears, gearing and driving elements",,,,,,
SEAL-N-TAG LIMITED,04213372,2001-05-09,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SEALS + DIRECT LIMITED,04989100,2003-12-09,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SEALSENSE LTD,14344519,2022-09-08,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SEALSTOP LIMITED,14904754,2023-05-31,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SEALTECH LIMITED,03453301,1997-10-21,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SEASEAL LTD.,11373675,2018-05-21,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SEATRIEVER INTERNATIONAL HOLDINGS LIMITED,04668605,2003-02-17,Active,22190 - Manufacture of other rubber products,46499 - Wholesale of household goods (other than musical instruments) n.e.c.,,,,,,,,
SEAWARD ELECTRONIC LIMITED,01674384,1982-10-28,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SEB (UK) FLUID CONTROLS HOLDINGS LTD,11962990,2019-04-25,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SECHERON HASLER (UK) LTD,09898822,2015-12-02,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
SECIL UK LIMITED,14646983,2023-02-08,Active,20170 - Manufacture of synthetic rubber in primary forms,22190 - Manufacture of other rubber products,,,,,,,,
SECURA HOLDINGS LIMITED,12058449,2019-06-19,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SECURITY & SYSTEMS NW LTD,12063757,2019-06-21,Active - Proposal to Strike off,"27110 - Manufacture of electric motors, generators and transformers",80200 - Security systems service activities,,,,,,,,
SEDCO LIMITED,01539798,1981-01-19,Active,28131 - Manufacture of pumps,28132 - Manufacture of compressors,,,,,,,,
SEDGLEY SOLUTIONS LIMITED,09507650,2015-03-25,Active - Proposal to Strike off,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SEDGLEY VULCANISING LIMITED,07143592,2010-02-02,Active,22190 - Manufacture of other rubber products,,,,,,,,,
SEETRU LIMITED,00473899,1949-10-13,Active,28140 - Manufacture of taps and valves,,,,,,,,,
SEFA ENGINEERING LIMITED,07287831,2010-06-17,Active,28131 - Manufacture of pumps,,,,,,,,,
SEI ELECTRICAL LIMITED,13808296,2021-12-20,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SEILINK AUTOTEST ENGINEERING LTD,15283505,2023-11-14,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",45200 - Maintenance and repair of motor vehicles,45320 - Retail trade of motor vehicle parts and accessories,71200 - Technical testing and analysis,,,,,,
SEISCHECK LTD,SC388753,2010-11-12,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SELEAD TECHNOLOGY LTD,13538124,2021-07-29,Active,26110 - Manufacture of electronic components,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,
SELECT SOFTWARE LIMITED,02822889,1993-06-01,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SELECT SWITCHGEAR AND CONTROL LIMITED,06216749,2007-04-18,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
SELWOOD PUMP COMPANY LIMITED,02835747,1993-07-13,Active,28131 - Manufacture of pumps,28132 - Manufacture of compressors,28140 - Manufacture of taps and valves,96090 - Other service activities n.e.c.,,,,,,
SELWOOD PUMP HOLDING LIMITED,00903921,1967-04-18,Active,28131 - Manufacture of pumps,28132 - Manufacture of compressors,,,,,,,,
SEM AUTOMOTION LTD,15331536,2023-12-06,Active,"27110 - Manufacture of electric motors, generators and transformers",29100 - Manufacture of motor vehicles,29320 - Manufacture of other parts and accessories for motor vehicles,45200 - Maintenance and repair of motor vehicles,,,,,,
SEM LIMITED,00138006,1914-10-17,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
SEMICON SOLUTIONS LTD,SC824368,2024-10-01,Active,26512 - Manufacture of electronic industrial process control equipment,71121 - Engineering design activities for industrial process and production,74100 - specialised design activities,"74909 - Other professional, scientific and technical activities n.e.c.",,,,,,
SEMICONDUCTOR TECH LTD,SC661454,2020-05-19,Active - Proposal to Strike off,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SEMIMETRICS LIMITED,02715464,1992-05-18,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft",62020 - Information technology consultancy activities,,,,,,,
SEMIQUIP LTD,10532616,2016-12-19,Active,27120 - Manufacture of electricity distribution and control apparatus,"28210 - Manufacture of ovens, furnaces and furnace burners",28990 - Manufacture of other special-purpose machinery n.e.c.,72190 - Other research and experimental development on natural sciences and engineering,,,,,,
SENCON EUROPE LIMITED,02703122,1992-04-02,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
SENESIS LTD,16505231,2025-06-09,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SENEYE LTD,07245685,2010-05-06,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SENGENIA LIMITED,NI064316,2007-04-26,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
SENSAM LIMITED,04821772,2003-07-04,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",72190 - Other research and experimental development on natural sciences and engineering,"74909 - Other professional, scientific and technical activities n.e.c.",86220 - Specialists medical practice activities,,,,,,
SENSATIONAL SYSTEMS LIMITED,SC487158,2014-09-19,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,47910 - Retail sale via mail order houses or via Internet,,,,,,,
SENSAW LIMITED,04239202,2001-06-21,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",70229 - Management consultancy activities other than financial management,,,,,,,,
SENSCIENT LIMITED,05014794,2004-01-14,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
